Date,CreativeID,Impressions,Clicks,VideoStarts,VideoCompletions,OperatingSystem,DayofWeek,Site,SiteCategory,CreativeName,MediaFormat,CreativeCategory,CreativeFormat,ClickThroughRate,VideoCompletionRate,VideoStartRate
20/05/2018,1012,13,0,4,1,Android,7,The TV News,Entertainment,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,25.0,30.76923076923077
20/05/2018,1012,36,0,5,1,Android,7,The ClothesRack,Lifestyle,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,20.0,13.88888888888889
20/05/2018,1012,5,0,2,2,Android,7,Sitting Pretty,Lifestyle,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,100.0,40.0
20/05/2018,1012,27,0,7,2,iOS,7,The TV News,Entertainment,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,28.57142857142857,25.925925925925924
20/05/2018,1012,61,0,19,4,iOS,7,The ClothesRack,Lifestyle,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,21.052631578947366,31.147540983606557
20/05/2018,1012,10,0,6,4,iOS,7,Sitting Pretty,Lifestyle,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,66.66666666666666,60.0
20/05/2018,1012,1,0,0,0,Other,7,The TV News,Entertainment,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,,0.0
20/05/2018,1012,1,0,1,1,Android,7,The Classic Gentleman,Fashion / Lifestyle,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,100.0,100.0
20/05/2018,1012,11,0,1,1,Android,7,Weights & Plates,Sport,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,100.0,9.090909090909092
20/05/2018,1012,9,0,3,0,Android,7,Marathon Digest,Sport,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,0.0,33.33333333333333
20/05/2018,1012,4,0,0,0,iOS,7,The Classic Gentleman,Fashion / Lifestyle,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,,0.0
20/05/2018,1012,18,0,6,3,iOS,7,Weights & Plates,Sport,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,50.0,33.33333333333333
20/05/2018,1012,29,1,4,1,iOS,7,Marathon Digest,Sport,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,3.4482758620689653,25.0,13.793103448275861
20/05/2018,1012,1,0,1,1,Other,7,Weights & Plates,Sport,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,100.0,100.0
21/05/2018,1012,159,1,46,18,Android,1,Progressive News,News,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.628930817610063,39.130434782608695,28.930817610062892
21/05/2018,1012,1067,16,287,99,Android,1,The City Daily,News,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,1.499531396438613,34.494773519163765,26.897844423617617
21/05/2018,1012,191,0,69,22,iOS,1,Progressive News,News,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,31.88405797101449,36.12565445026178
21/05/2018,1012,459,1,213,75,iOS,1,The City Daily,News,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.2178649237472767,35.2112676056338,46.40522875816993
21/05/2018,1012,1,0,0,0,Other,1,The City Daily,News,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,,0.0
21/05/2018,1012,11,0,1,0,Other,1,The City Daily,News,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,0.0,9.090909090909092
21/05/2018,1012,14,0,3,2,Android,1,The TV News,Entertainment,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,66.66666666666666,21.428571428571427
21/05/2018,1012,19,0,2,1,Android,1,The ClothesRack,Lifestyle,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,50.0,10.526315789473683
21/05/2018,1012,5,0,2,0,Android,1,Sitting Pretty,Lifestyle,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,0.0,40.0
21/05/2018,1012,33,0,11,3,iOS,1,The TV News,Entertainment,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,27.27272727272727,33.33333333333333
21/05/2018,1012,37,0,10,3,iOS,1,The ClothesRack,Lifestyle,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,30.0,27.027027027027028
21/05/2018,1012,8,0,3,1,iOS,1,Sitting Pretty,Lifestyle,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,33.33333333333333,37.5
21/05/2018,1012,1,0,1,0,Android,1,The Classic Gentleman,Fashion / Lifestyle,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,0.0,100.0
21/05/2018,1012,10,0,1,0,Android,1,Weights & Plates,Sport,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,0.0,10.0
21/05/2018,1012,13,0,2,1,Android,1,Marathon Digest,Sport,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,50.0,15.384615384615385
21/05/2018,1012,4,0,1,1,iOS,1,The Classic Gentleman,Fashion / Lifestyle,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,100.0,25.0
21/05/2018,1012,13,0,2,1,iOS,1,Weights & Plates,Sport,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,50.0,15.384615384615385
21/05/2018,1012,34,0,10,7,iOS,1,Marathon Digest,Sport,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,70.0,29.411764705882355
22/05/2018,1012,43,0,22,10,Android,2,Progressive News,News,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,45.45454545454545,51.162790697674424
22/05/2018,1012,688,9,220,61,Android,2,The City Daily,News,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,1.308139534883721,27.727272727272727,31.976744186046513
22/05/2018,1012,58,1,22,14,iOS,2,Progressive News,News,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,1.7241379310344827,63.63636363636363,37.93103448275862
22/05/2018,1012,227,0,139,54,iOS,2,The City Daily,News,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,38.84892086330935,61.23348017621145
22/05/2018,1012,12,0,0,0,Other,2,The City Daily,News,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,,0.0
22/05/2018,1012,6,0,0,0,Android,2,The TV News,Entertainment,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,,0.0
22/05/2018,1012,10,1,3,1,Android,2,The ClothesRack,Lifestyle,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,10.0,33.33333333333333,30.0
22/05/2018,1012,7,0,4,3,Android,2,Sitting Pretty,Lifestyle,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,75.0,57.14285714285714
22/05/2018,1012,5,0,2,0,iOS,2,The TV News,Entertainment,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,0.0,40.0
22/05/2018,1012,13,0,1,1,iOS,2,The ClothesRack,Lifestyle,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,100.0,7.6923076923076925
22/05/2018,1012,3,0,2,1,iOS,2,Sitting Pretty,Lifestyle,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,50.0,66.66666666666666
22/05/2018,1012,1,0,0,0,Android,2,The Classic Gentleman,Fashion / Lifestyle,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,,0.0
22/05/2018,1012,4,0,0,0,Android,2,Weights & Plates,Sport,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,,0.0
22/05/2018,1012,12,0,1,0,Android,2,Marathon Digest,Sport,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,0.0,8.333333333333332
22/05/2018,1012,1,0,0,0,iOS,2,The Classic Gentleman,Fashion / Lifestyle,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,,0.0
22/05/2018,1012,9,0,2,0,iOS,2,Weights & Plates,Sport,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,0.0,22.22222222222222
22/05/2018,1012,17,0,5,3,iOS,2,Marathon Digest,Sport,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,60.0,29.411764705882355
24/05/2018,1012,32,0,10,5,Android,4,Progressive News,News,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,50.0,31.25
24/05/2018,1012,410,5,122,47,Android,4,The City Daily,News,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,1.2195121951219512,38.52459016393443,29.756097560975608
24/05/2018,1012,89,2,32,13,iOS,4,Progressive News,News,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,2.247191011235955,40.625,35.95505617977528
24/05/2018,1012,113,1,54,26,iOS,4,The City Daily,News,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.8849557522123894,48.148148148148145,47.78761061946903
24/05/2018,1012,2,0,0,0,Other,4,The City Daily,News,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,,0.0
24/05/2018,1012,1,0,0,0,Android,4,The TV News,Entertainment,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,,0.0
24/05/2018,1012,8,1,1,1,Android,4,The ClothesRack,Lifestyle,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,12.5,100.0,12.5
24/05/2018,1012,3,0,1,1,Android,4,Sitting Pretty,Lifestyle,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,100.0,33.33333333333333
24/05/2018,1012,1,0,0,0,Other,4,The ClothesRack,Lifestyle,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,,0.0
24/05/2018,1012,9,0,4,1,iOS,4,The TV News,Entertainment,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,25.0,44.44444444444444
24/05/2018,1012,8,0,1,0,iOS,4,The ClothesRack,Lifestyle,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,0.0,12.5
24/05/2018,1012,1,0,1,1,iOS,4,Sitting Pretty,Lifestyle,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,100.0,100.0
24/05/2018,1012,1,0,0,0,Android,4,Weights & Plates,Sport,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,,0.0
24/05/2018,1012,4,0,1,1,Android,4,Marathon Digest,Sport,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,100.0,25.0
24/05/2018,1012,4,0,1,1,iOS,4,Weights & Plates,Sport,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,100.0,25.0
24/05/2018,1012,12,0,4,1,iOS,4,Marathon Digest,Sport,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,25.0,33.33333333333333
25/05/2018,1012,82,0,20,8,Android,5,Progressive News,News,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,40.0,24.390243902439025
25/05/2018,1012,826,6,264,87,Android,5,The City Daily,News,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.7263922518159807,32.95454545454545,31.961259079903147
25/05/2018,1012,169,1,57,23,iOS,5,Progressive News,News,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.591715976331361,40.35087719298245,33.72781065088758
25/05/2018,1012,400,1,194,61,iOS,5,The City Daily,News,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.25,31.443298969072163,48.5
25/05/2018,1012,4,0,0,0,Other,5,The City Daily,News,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,,0.0
25/05/2018,1012,12,0,5,2,Android,5,The TV News,Entertainment,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,40.0,41.66666666666667
25/05/2018,1012,14,0,4,0,Android,5,The ClothesRack,Lifestyle,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,0.0,28.57142857142857
25/05/2018,1012,9,0,4,4,Android,5,Sitting Pretty,Lifestyle,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,100.0,44.44444444444444
25/05/2018,1012,17,0,6,3,iOS,5,The TV News,Entertainment,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,50.0,35.294117647058826
25/05/2018,1012,25,1,5,0,iOS,5,The ClothesRack,Lifestyle,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,4.0,0.0,20.0
25/05/2018,1012,7,0,3,3,iOS,5,Sitting Pretty,Lifestyle,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,100.0,42.857142857142854
25/05/2018,1012,1,0,0,0,Android,5,Marathon Digest,Sport,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,,0.0
25/05/2018,1012,1,0,0,0,iOS,5,Marathon Digest,Sport,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,,0.0
26/05/2018,1012,67,1,21,9,Android,6,Progressive News,News,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,1.4925373134328357,42.857142857142854,31.343283582089555
26/05/2018,1012,826,18,248,93,Android,6,The City Daily,News,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,2.1791767554479415,37.5,30.024213075060537
26/05/2018,1012,140,2,57,26,iOS,6,Progressive News,News,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,1.4285714285714286,45.614035087719294,40.714285714285715
26/05/2018,1012,134,0,66,21,iOS,6,The City Daily,News,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,31.818181818181817,49.25373134328358
26/05/2018,1012,9,0,0,0,Other,6,The City Daily,News,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,,0.0
26/05/2018,1012,7,0,1,1,Android,6,The TV News,Entertainment,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,100.0,14.285714285714285
26/05/2018,1012,12,0,2,0,Android,6,The ClothesRack,Lifestyle,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,0.0,16.666666666666664
26/05/2018,1012,5,0,0,0,Android,6,Sitting Pretty,Lifestyle,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,,0.0
26/05/2018,1012,19,0,5,1,iOS,6,The TV News,Entertainment,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,20.0,26.31578947368421
26/05/2018,1012,30,0,9,1,iOS,6,The ClothesRack,Lifestyle,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,11.11111111111111,30.0
26/05/2018,1012,10,0,4,1,iOS,6,Sitting Pretty,Lifestyle,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,25.0,40.0
26/05/2018,1012,1,0,0,0,iOS,6,Marathon Digest,Sport,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,,0.0
27/05/2018,1012,74,0,16,9,Android,7,Progressive News,News,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,56.25,21.62162162162162
27/05/2018,1012,646,8,186,51,Android,7,The City Daily,News,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,1.238390092879257,27.419354838709676,28.792569659442723
27/05/2018,1012,111,0,36,9,iOS,7,Progressive News,News,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,25.0,32.432432432432435
27/05/2018,1012,240,0,118,26,iOS,7,The City Daily,News,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,22.033898305084744,49.166666666666664
27/05/2018,1012,6,0,0,0,Other,7,The City Daily,News,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,,0.0
27/05/2018,1012,9,0,4,3,Android,7,The TV News,Entertainment,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,75.0,44.44444444444444
27/05/2018,1012,11,0,0,0,Android,7,The ClothesRack,Lifestyle,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,,0.0
27/05/2018,1012,9,0,6,2,Android,7,Sitting Pretty,Lifestyle,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,33.33333333333333,66.66666666666666
27/05/2018,1012,23,0,7,3,iOS,7,The TV News,Entertainment,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,42.857142857142854,30.434782608695656
27/05/2018,1012,28,2,4,1,iOS,7,The ClothesRack,Lifestyle,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,7.142857142857142,25.0,14.285714285714285
27/05/2018,1012,4,0,3,2,iOS,7,Sitting Pretty,Lifestyle,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,66.66666666666666,75.0
28/05/2018,1012,59,2,17,8,Android,1,Progressive News,News,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,3.389830508474576,47.05882352941176,28.8135593220339
28/05/2018,1012,646,11,204,60,Android,1,The City Daily,News,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,1.7027863777089782,29.411764705882355,31.57894736842105
28/05/2018,1012,151,0,60,24,iOS,1,Progressive News,News,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,40.0,39.735099337748345
28/05/2018,1012,209,1,102,32,iOS,1,The City Daily,News,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.4784688995215311,31.372549019607842,48.803827751196174
28/05/2018,1012,4,0,1,0,Other,1,The City Daily,News,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,0.0,25.0
28/05/2018,1012,13,0,1,0,Android,1,The TV News,Entertainment,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,0.0,7.6923076923076925
28/05/2018,1012,15,0,1,1,Android,1,The ClothesRack,Lifestyle,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,100.0,6.666666666666667
28/05/2018,1012,6,0,3,1,Android,1,Sitting Pretty,Lifestyle,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,33.33333333333333,50.0
28/05/2018,1012,15,0,7,2,iOS,1,The TV News,Entertainment,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,28.57142857142857,46.666666666666664
28/05/2018,1012,25,0,8,0,iOS,1,The ClothesRack,Lifestyle,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,0.0,32.0
28/05/2018,1012,12,0,6,6,iOS,1,Sitting Pretty,Lifestyle,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,100.0,50.0
28/05/2018,1012,1,0,0,0,iOS,1,Marathon Digest,Sport,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,,0.0
29/05/2018,1012,38,0,13,4,Android,2,Progressive News,News,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,30.76923076923077,34.21052631578947
29/05/2018,1012,618,7,214,68,Android,2,The City Daily,News,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,1.132686084142395,31.775700934579437,34.627831715210355
29/05/2018,1012,78,2,28,10,iOS,2,Progressive News,News,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,2.564102564102564,35.714285714285715,35.8974358974359
29/05/2018,1012,355,0,163,53,iOS,2,The City Daily,News,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,32.515337423312886,45.91549295774648
29/05/2018,1012,18,0,4,0,Other,2,The City Daily,News,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,0.0,22.22222222222222
29/05/2018,1012,3,0,1,1,Android,2,The TV News,Entertainment,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,100.0,33.33333333333333
29/05/2018,1012,10,0,1,0,Android,2,The ClothesRack,Lifestyle,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,0.0,10.0
29/05/2018,1012,4,0,2,2,Android,2,Sitting Pretty,Lifestyle,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,100.0,50.0
29/05/2018,1012,20,0,5,3,iOS,2,The TV News,Entertainment,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,60.0,25.0
29/05/2018,1012,40,0,12,3,iOS,2,The ClothesRack,Lifestyle,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,25.0,30.0
29/05/2018,1012,12,0,6,5,iOS,2,Sitting Pretty,Lifestyle,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,83.33333333333334,50.0
29/05/2018,1012,1,0,0,0,Other,2,The TV News,Entertainment,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,,0.0
29/05/2018,1012,3,0,2,1,iOS,2,Marathon Digest,Sport,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,50.0,66.66666666666666
30/05/2018,1012,34,0,9,3,Android,3,Progressive News,News,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,33.33333333333333,26.47058823529412
30/05/2018,1012,43,0,18,5,iOS,3,Progressive News,News,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,27.77777777777778,41.86046511627907
30/05/2018,1012,1,0,0,0,Other,3,Progressive News,News,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,,0.0
30/05/2018,1012,2,0,1,1,Android,3,The TV News,Entertainment,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,100.0,50.0
30/05/2018,1012,20,0,2,1,Android,3,The ClothesRack,Lifestyle,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,50.0,10.0
30/05/2018,1012,5,0,2,1,Android,3,Sitting Pretty,Lifestyle,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,50.0,40.0
30/05/2018,1012,19,0,6,4,iOS,3,The TV News,Entertainment,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,66.66666666666666,31.57894736842105
30/05/2018,1012,38,0,10,3,iOS,3,The ClothesRack,Lifestyle,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,30.0,26.31578947368421
30/05/2018,1012,7,0,5,3,iOS,3,Sitting Pretty,Lifestyle,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,60.0,71.42857142857143
30/05/2018,1012,19,0,3,1,Android,3,The Classic Gentleman,Fashion / Lifestyle,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,33.33333333333333,15.789473684210526
30/05/2018,1012,18,0,1,0,Android,3,Weights & Plates,Sport,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,0.0,5.555555555555555
30/05/2018,1012,24,0,6,2,Android,3,Marathon Digest,Sport,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,33.33333333333333,25.0
30/05/2018,1012,63,1,21,11,iOS,3,The Classic Gentleman,Fashion / Lifestyle,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,1.5873015873015872,52.38095238095239,33.33333333333333
30/05/2018,1012,64,0,15,0,iOS,3,Weights & Plates,Sport,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,0.0,23.4375
30/05/2018,1012,56,0,22,6,iOS,3,Marathon Digest,Sport,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,27.27272727272727,39.285714285714285
31/05/2018,1012,12,0,8,3,Android,4,The TV News,Entertainment,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,37.5,66.66666666666666
31/05/2018,1012,13,0,1,0,Android,4,The ClothesRack,Lifestyle,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,0.0,7.6923076923076925
31/05/2018,1012,4,0,1,1,Android,4,Sitting Pretty,Lifestyle,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,100.0,25.0
31/05/2018,1012,13,0,10,7,iOS,4,The TV News,Entertainment,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,70.0,76.92307692307693
31/05/2018,1012,35,1,7,1,iOS,4,The ClothesRack,Lifestyle,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,2.857142857142857,14.285714285714285,20.0
31/05/2018,1012,7,0,2,1,iOS,4,Sitting Pretty,Lifestyle,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,50.0,28.57142857142857
31/05/2018,1012,5,0,0,0,Android,4,The Classic Gentleman,Fashion / Lifestyle,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,,0.0
31/05/2018,1012,8,0,1,1,Android,4,Weights & Plates,Sport,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,100.0,12.5
31/05/2018,1012,10,0,1,0,Android,4,Marathon Digest,Sport,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,0.0,10.0
31/05/2018,1012,14,0,3,1,iOS,4,The Classic Gentleman,Fashion / Lifestyle,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,33.33333333333333,21.428571428571427
31/05/2018,1012,31,0,6,1,iOS,4,Weights & Plates,Sport,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,16.666666666666664,19.35483870967742
31/05/2018,1012,36,0,13,4,iOS,4,Marathon Digest,Sport,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,30.76923076923077,36.11111111111111
01/06/2018,1012,3,0,0,0,Android,5,The TV News,Entertainment,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,,0.0
01/06/2018,1012,11,0,0,0,Android,5,The ClothesRack,Lifestyle,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,,0.0
01/06/2018,1012,3,0,1,1,Android,5,Sitting Pretty,Lifestyle,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,100.0,33.33333333333333
01/06/2018,1012,11,0,5,1,iOS,5,The TV News,Entertainment,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,20.0,45.45454545454545
01/06/2018,1012,43,2,11,2,iOS,5,The ClothesRack,Lifestyle,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,4.651162790697675,18.181818181818183,25.581395348837212
01/06/2018,1012,4,0,1,1,iOS,5,Sitting Pretty,Lifestyle,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,100.0,25.0
01/06/2018,1012,1,0,1,0,Other,5,The TV News,Entertainment,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,0.0,100.0
01/06/2018,1012,8,0,1,0,Android,5,Weights & Plates,Sport,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,0.0,12.5
01/06/2018,1012,13,0,5,2,Android,5,Marathon Digest,Sport,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,40.0,38.46153846153847
01/06/2018,1012,10,0,2,1,iOS,5,The Classic Gentleman,Fashion / Lifestyle,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,50.0,20.0
01/06/2018,1012,7,0,3,0,iOS,5,Weights & Plates,Sport,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,0.0,42.857142857142854
01/06/2018,1012,11,0,7,3,iOS,5,Marathon Digest,Sport,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,42.857142857142854,63.63636363636363
02/06/2018,1012,2,0,1,0,Android,6,The TV News,Entertainment,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,0.0,50.0
02/06/2018,1012,6,0,1,1,Android,6,The ClothesRack,Lifestyle,Life Hacks,Vertical Video,Lifestyle,Mobile Interscroller,0.0,100.0,16.666666666666664
